T,TM,Tm,SLP,H,W,V,VM,PM 2.5
nan,nan,nan,nan,nan,nan,nan,nan,51.375

nan,nan,nan,nan,nan,nan,nan,nan,43.375

23.5,25,23,1003.3,95,4,14.6,35.2,33.5

24.8,27.2,22.6,1001.8,88,4.8,14.1,22.2,43.04166666666666

25.3,28,21.6,1001.6,85,5.5,14.1,22.2,38.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,29.166666666666668

nan,nan,nan,nan,nan,nan,nan,nan,37.375

nan,nan,nan,nan,nan,nan,nan,nan,60.0

23.6,24,22.8,1004.3,96,2.7,17.4,25.9,49.29166666666666

23.4,24.2,22.6,1005,94,2.7,18,29.4,19.541666666666668

24.2,26,22,1004.8,90,4,13.9,22.2,22.83333333333333

25.5,29,22.4,1004.5,82,5,13.9,22.2,24.291666666666668

nan,nan,nan,nan,nan,nan,nan,nan,25.291666666666668

nan,nan,nan,nan,nan,nan,nan,nan,23.416666666666668

nan,nan,nan,nan,nan,nan,nan,nan,47.04166666666666

22.1,23.4,20,1004,93,3.5,23.7,33.5,74.66666666666667

22,23.4,20,1004.1,95,3.2,18.7,27.8,41.875

23.9,27.4,20.6,1007.9,86,4.2,14.6,20.6,50.583333333333336

nan,nan,nan,nan,nan,nan,nan,nan,44.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,66.45833333333333

nan,nan,nan,nan,nan,nan,nan,nan,62.91666666666666

24.8,29,21,1007,79,5,14.4,22.2,58.125

26.3,30,20.8,1008.2,71,5.3,8.7,14.8,57.29166666666666

25.7,30.7,21.5,1008.8,79,5,8.3,18.3,38.25

nan,nan,nan,nan,nan,nan,nan,nan,57.208333333333336

-,-,-,-,-,-,-,-,50.333333333333336

nan,nan,nan,nan,nan,nan,nan,nan,50.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,47.41666666666666

27.6,33.6,21,1004.4,57,4.2,14.1,27.8,56.91666666666666

25.1,28,22,1002.2,84,5,15,18.3,54.625

23.8,25.4,23,1002.3,96,3.7,17.4,33.5,42.875

nan,nan,nan,nan,nan,nan,nan,nan,41.208333333333336

-,-,-,-,-,-,-,-,42.375

nan,nan,nan,nan,nan,nan,nan,nan,45.958333333333336

nan,nan,nan,nan,nan,nan,nan,nan,52.25

27.2,33,21.4,1008.7,66,5,6.5,11.1,43.333333333333336

27,33.4,20.8,1009.4,61,5.5,5.6,11.1,41.875

26.6,34.4,19.4,1009.9,58,5.6,5.7,13,44.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,49.5

27.5,34,20.6,1009.6,54,5.3,6.3,11.1,41.958333333333336

27.3,34.4,20.5,1010,59,5.1,6.7,14.8,0.0

28.9,35,21.8,1009.2,56,5.5,7.6,13,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

26.8,33.4,21,1010,62,5.1,7.4,14.8,45.75

27.3,34.9,20.6,1008.9,58,4.8,6.9,11.1,70.70833333333333

28.1,34.4,18.2,1008.2,44,5.3,5.4,14.8,51.79166666666666

nan,nan,nan,nan,nan,nan,nan,nan,66.75

nan,nan,nan,nan,nan,nan,nan,nan,39.958333333333336

nan,nan,nan,nan,nan,nan,nan,nan,0.0

25.4,31.4,20,1011.5,57,4.2,8,18.3,0.0

25.9,33,18.4,1011.8,46,5.1,7.8,13,11.583333333333334

27.2,34,19,1011.9,48,5.6,9.3,16.5,13.0

nan,nan,nan,nan,nan,nan,nan,nan,7.875

nan,nan,nan,nan,nan,nan,nan,nan,33.541666666666664

nan,nan,nan,nan,nan,nan,nan,nan,151.04166666666666

26.2,33,19,1010.7,55,5.5,6.3,11.1,156.25

27.3,35.4,20.6,1012,54,5,8.3,14.8,156.0

27,34,19.6,1012.9,44,5.1,10.4,18.3,151.79166666666666

nan,nan,nan,nan,nan,nan,nan,nan,181.54166666666663

nan,nan,nan,nan,nan,nan,nan,nan,219.95833333333331

nan,nan,nan,nan,nan,nan,nan,nan,231.0

25.6,33,18,1013.7,48,5.5,9.6,18.3,252.625

25.5,33.6,17,1013.7,50,5.6,4.8,9.4,119.41666666666669

26.1,33.6,17,1014.5,39,5.8,8.9,18.3,126.0

nan,nan,nan,nan,nan,nan,nan,nan,172.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,207.04166666666663

nan,nan,nan,nan,nan,nan,nan,nan,230.25

25.1,30.2,17,1013.2,53,5.6,10,16.5,232.33333333333331

25.9,31.4,18.6,1012.6,53,5,8.3,14.8,215.54166666666663

25.4,31,18,1012,57,4.7,5.7,14.8,239.41666666666663

25.5,31,18.8,1011.9,60,5,6.9,13,196.54166666666663

nan,nan,nan,nan,nan,nan,nan,nan,206.75

nan,nan,nan,nan,nan,nan,nan,nan,235.58333333333331

nan,nan,nan,nan,nan,nan,nan,nan,199.875

20.3,28,14.4,1015.3,51,2.1,7.2,11.1,232.54166666666663

19.8,28.6,12.7,1014.2,52,2.9,5.7,18.3,185.5

22.6,30.2,11.4,1012.2,42,3.5,4.3,9.4,282.1666666666667

nan,nan,nan,nan,nan,nan,nan,nan,226.45833333333331

nan,nan,nan,nan,nan,nan,nan,nan,222.125

nan,nan,nan,nan,nan,nan,nan,nan,317.0

23.1,32,14,1010.4,47,4,5.9,11.1,257.6666666666667

22.8,32,15,1010.9,53,4.3,6.5,14.8,166.875

24.6,32,14.8,1013.4,43,5,7.4,14.8,135.16666666666666

nan,nan,nan,nan,nan,nan,nan,nan,133.125

-,-,-,-,-,-,-,-,175.04166666666666

-,-,-,-,-,-,-,-,189.66666666666663

-,-,-,-,-,-,-,-,211.45833333333331

-,-,-,-,-,-,-,-,215.5

-,-,-,-,-,-,-,-,223.375

-,-,-,-,-,-,-,-,187.54166666666663

nan,nan,nan,nan,nan,nan,nan,nan,198.45833333333331

nan,nan,nan,nan,nan,nan,nan,nan,156.70833333333334

20.9,28,12.5,1017.5,46,4.7,6.7,14.8,135.58333333333334

20.7,29,12,1015.2,49,4.7,5.9,9.4,152.04166666666666

20.7,28.2,12,1015.9,50,4.8,7.6,13,141.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,248.625

nan,nan,nan,nan,nan,nan,nan,nan,162.54166666666666

nan,nan,nan,nan,nan,nan,nan,nan,0.0

18.4,25.2,11.8,1015.2,57,3.2,7.4,11.1,46.708333333333336

19.6,26.4,13,1013.8,51,3.7,6.7,11.1,91.75

19.6,26.2,14.5,1014.9,55,3.1,7,11.1,99.91666666666669

nan,nan,nan,nan,nan,nan,nan,nan,113.375

nan,nan,nan,nan,nan,nan,nan,nan,166.70833333333334

nan,nan,nan,nan,nan,nan,nan,nan,146.66666666666666

19.6,25.4,13.4,1013.8,50,4.2,8.7,13,119.70833333333331

20.5,26,13,1014.1,47,4.3,8.5,18.3,110.875

19.8,25.2,13.4,1012.6,48,4.8,9.1,14.8,200.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,161.79166666666666

nan,nan,nan,nan,nan,nan,nan,nan,169.04166666666666

nan,nan,nan,nan,nan,nan,nan,nan,216.79166666666663

17.5,24,12,1017.4,57,3.7,11.3,22.2,203.58333333333331

16.1,22,10,1020.5,63,3.4,11.3,24.1,25.08333333333333

15.2,21.4,9.7,1020.8,66,3.7,9.4,18.3,57.083333333333336

nan,nan,nan,nan,nan,nan,nan,nan,152.83333333333334

nan,nan,nan,nan,nan,nan,nan,nan,177.70833333333334

nan,nan,nan,nan,nan,nan,nan,nan,239.04166666666663

15.6,23,6.2,1018.8,54,4.2,6.3,14.8,349.2916666666667

16.8,25,6,1018,48,4.2,7.2,11.1,188.04166666666663

16.7,25.4,7,1016.3,51,4.5,7,11.1,310.25

nan,nan,nan,nan,nan,nan,nan,nan,375.7916666666667

nan,nan,nan,nan,nan,nan,nan,nan,297.7916666666667

nan,nan,nan,nan,nan,nan,nan,nan,441.7916666666667

17.3,25,11,1015.2,55,4.3,8.9,13,204.375

18.1,26,12.3,1013.7,53,4.3,10,22.2,223.25

15.1,22,8,1016.8,50,4.5,8.5,18.3,248.95833333333331

nan,nan,nan,nan,nan,nan,nan,nan,441.4166666666667

nan,nan,nan,nan,nan,nan,nan,nan,237.79166666666663

nan,nan,nan,nan,nan,nan,nan,nan,334.875

16.6,25,6.9,1020.3,40,4.8,7.4,11.1,nan

